Model,New,Old,Diff.
11630,14.3336,12.6868,1.6468
9114,13.9353,12.2884,1.6468
8976,13.9353,12.2884,1.6468
6207,100.2603,98.6114,1.6488
6203,100.2603,98.6114,1.6488
6943,52.4295,54.0811,1.6516
7291,52.4295,54.0811,1.6516
3414,10.012,11.664,1.652
3421,10.012,11.664,1.652
3842,8.5853,10.2379,1.6525
3847,8.5853,10.2379,1.6525
11026,52.5577,50.9048,1.6528
10975,52.5577,50.9048,1.6528
3778,6.3882,8.0417,1.6534
3615,6.3882,8.0417,1.6534
3825,8.584,10.2379,1.6538
3841,8.584,10.2379,1.6538
8970,28.9857,27.3305,1.6552
8535,28.9857,27.3305,1.6552
14689,5.3347,6.9903,1.6556
14682,5.3347,6.9903,1.6556
14664,5.3347,6.9903,1.6556
6890,62.4384,60.7786,1.6598
6878,62.4384,60.7786,1.6598
17019,29.8705,31.5338,1.6633
7515,29.8705,31.5338,1.6633
7836,29.8705,31.5338,1.6633
7676,29.8705,31.5338,1.6633
7678,29.8705,31.5338,1.6633
7835,29.8705,31.5338,1.6633
7675,29.8705,31.5338,1.6633
7667,29.8706,31.5339,1.6633
7621,29.8706,31.5339,1.6633
7622,29.8705,31.5338,1.6633
7527,29.8705,31.5338,1.6633
3783,12.9485,14.6124,1.6639
8021,62.5321,60.8677,1.6644
8377,62.5321,60.8677,1.6644
11282,54.8171,56.4845,1.6674
11088,54.8171,56.4845,1.6674
4605,63.4613,65.129,1.6677
4762,63.4613,65.129,1.6677
3075,9.9784,8.3096,1.6688
18256,35.8346,34.1639,1.6706
18558,35.8346,34.1639,1.6706
7040,9.0415,10.7134,1.6719
13837,113.4632,111.7894,1.6737
13720,113.4632,111.7894,1.6737
11142,116.8159,115.1407,1.6751
10943,116.8159,115.1407,1.6751
6510,94.2738,95.9496,1.6758
6509,94.2738,95.9496,1.6758
7992,62.5321,60.8557,1.6763
8022,62.5321,60.8557,1.6763
16399,17.0732,18.7508,1.6775
16761,17.0732,18.7508,1.6775
12881,119.174,117.495,1.679
13117,119.174,117.495,1.679
7582,73.888,72.2087,1.6792
10295,136.2066,137.8876,1.6809
10298,136.2066,137.8876,1.6809
6067,40.3997,42.0821,1.6823
6053,40.3997,42.0821,1.6823
9003,62.5273,60.8393,1.6879
9012,62.5273,60.8393,1.6879
8229,11.5582,13.2466,1.6883
7854,62.5267,60.8384,1.6883
7853,62.5267,60.8384,1.6883
4679,54.2201,52.5315,1.6885
4678,54.2201,52.5315,1.6885
10780,59.3954,61.0843,1.6889
10782,59.3953,61.0843,1.6889
7176,62.7195,61.0274,1.692
6991,62.7195,61.0274,1.692
9000,62.5273,60.8348,1.6924
9009,62.5273,60.8348,1.6924
10781,59.3953,61.089,1.6936
10783,59.3953,61.089,1.6937
16325,9.9533,11.6471,1.6938
660,5.1042,6.7987,1.6945
7951,73.888,72.1934,1.6945
5885,55.8844,54.1898,1.6946
14656,2.5949,4.2896,1.6947
13023,85.8311,84.1357,1.6953
17158,177.0098,175.3137,1.696
17159,177.0098,175.3137,1.696
6889,62.5294,60.8332,1.6961
6877,62.5294,60.8332,1.6961
7852,62.5273,60.8307,1.6965
7851,62.5273,60.8307,1.6965
7391,9.2777,7.5812,1.6965
3671,24.6711,22.9744,1.6966
9011,62.5433,60.8457,1.6976
9002,62.5433,60.8457,1.6976
4170,35.0201,36.7178,1.6977
9008,62.5497,60.8518,1.6978
987,6.8004,8.4982,1.6978
9017,62.5497,60.8518,1.6978
7038,32.234,33.9319,1.6979
9014,62.531,60.8326,1.6983
9005,62.531,60.8326,1.6983
8968,27.2284,25.5295,1.6988
8627,27.2284,25.5295,1.6988
7855,62.5273,60.828,1.6992
7881,62.5273,60.828,1.6992
9001,62.5283,60.8284,1.6999
7761,62.5283,60.8284,1.6999
3864,6.5321,8.232,1.6999
9010,62.5283,60.8284,1.6999
7445,62.5283,60.8284,1.6999
9006,62.5358,60.8342,1.7016
9015,62.5358,60.8342,1.7016
9513,27.0588,28.7615,1.7026
9674,27.0588,28.7615,1.7026
16366,7.0649,8.7682,1.7033
644,0.8157,2.5193,1.7035
16365,7.0645,8.7682,1.7037
12849,22.7008,24.4047,1.7038
13219,22.7008,24.4047,1.7038
16077,63.9916,62.2868,1.7047
17054,15.9233,14.2169,1.7064
17355,15.9233,14.2169,1.7064
17761,14.5861,16.2928,1.7067
17577,14.5861,16.2928,1.7067
6471,88.5569,86.8493,1.7075
6306,88.5569,86.8493,1.7075
6933,34.4642,36.1735,1.7093
6941,34.4642,36.1735,1.7093
6932,34.4643,36.174,1.7096
6940,34.4643,36.174,1.7096
11434,18.5252,20.2351,1.7098
16208,148.3911,146.6781,1.713
16589,148.3911,146.6781,1.713
9343,14.0419,15.7556,1.7136
7513,68.4545,70.1695,1.7149
7693,68.4545,70.1695,1.7149
9844,121.8343,123.5493,1.715
9597,121.8343,123.5493,1.715
6522,44.2677,42.5479,1.7198
6523,44.2677,42.5479,1.7198
17899,35.091,36.8108,1.7198
7246,5.0777,6.798,1.7203
7043,104.6807,102.9536,1.727
7059,104.6807,102.9536,1.727
8808,21.5523,23.2836,1.7312
8428,21.5523,23.2836,1.7312
8425,21.5523,23.2836,1.7312
8938,21.5523,23.2836,1.7312
8937,21.5523,23.2836,1.7312
8427,21.5523,23.2836,1.7312
14633,19.3665,21.0986,1.7321
17276,118.5439,116.8087,1.7352
17275,118.5439,116.8087,1.7352
10987,46.2194,47.9547,1.7352
4097,28.1894,26.4539,1.7355
4091,28.1894,26.4539,1.7355
9969,89.2031,90.9391,1.7359
10052,89.2031,90.9391,1.7359
16620,29.7466,31.4831,1.7365
16271,29.7466,31.4831,1.7365
10241,37.9611,39.7012,1.7401
10197,37.9611,39.7012,1.7401
7171,10.0304,11.7712,1.7408
7025,10.0304,11.7712,1.7408
3881,4.7617,6.5051,1.7433
3827,8.9938,10.7424,1.7486
3838,8.9938,10.7424,1.7486
10026,34.862,36.6111,1.7491
19076,6.3307,8.0801,1.7494
14821,8.713,10.4636,1.7506
17024,52.419,54.1738,1.7548
17345,52.419,54.1738,1.7548
11490,21.7854,23.5462,1.7608
11618,21.7854,23.5462,1.7608
6440,72.3106,70.5494,1.7611
6309,72.3106,70.5494,1.7611
9476,87.4439,85.6822,1.7616
9263,87.4439,85.6822,1.7616
3836,8.8977,10.6628,1.765
3830,8.8977,10.6628,1.765
7195,22.606,24.3717,1.7656
7191,22.606,24.3717,1.7656
17291,74.5154,72.7462,1.7692
17315,74.5154,72.7462,1.7692
15042,12.3604,14.1312,1.7708
10152,21.4395,23.2125,1.7729
11480,5.2065,6.9816,1.7751
15055,15.2759,17.056,1.78
14814,9.4043,11.1848,1.7805
10615,64.2307,62.4427,1.7879
10674,64.2307,62.4427,1.7879
5108,188.6918,190.4814,1.7895
5211,188.6918,190.4814,1.7895
18248,12.4994,10.7086,1.7908
18402,125.4036,123.6097,1.7938
18373,125.4036,123.6097,1.7938
13881,111.2654,109.4712,1.7942
13757,111.2654,109.4712,1.7942
16149,155.0222,153.228,1.7942
16572,155.0222,153.228,1.7942
9075,31.5961,33.3955,1.7993
8501,31.5961,33.3955,1.7993
9898,24.6522,22.8504,1.8017
10758,87.276,85.4739,1.802
10923,87.276,85.4739,1.802
10034,79.7383,81.541,1.8026
10167,79.7383,81.541,1.8026
16512,160.5637,158.7603,1.8033
16161,160.5637,158.7603,1.8033
11666,3.9396,5.7449,1.8052
9761,114.0014,112.196,1.8053
6958,14.1637,15.9695,1.8057
17220,83.2766,81.4705,1.806
17221,83.2766,81.4705,1.806
16774,23.1766,24.9831,1.8064
5892,41.2806,39.4738,1.8068
5894,41.2806,39.4738,1.8068
9724,92.9966,94.8039,1.8072
9788,92.9966,94.8039,1.8072
16147,141.3276,139.52,1.8075
16582,141.3276,139.52,1.8075
8963,21.7347,23.5425,1.8077
8883,21.7347,23.5425,1.8077
10985,15.4516,13.6422,1.8093
680,1.7029,3.5125,1.8095
4916,201.8031,199.9862,1.8169
4875,201.8031,199.9862,1.8169
9628,64.2151,66.04,1.8248
9580,64.2151,66.04,1.8248
14385,6.8156,8.6426,1.827
14702,20.4497,18.6208,1.8289
4293,163.4775,165.309,1.8315
4427,163.4775,165.309,1.8315
5044,107.9529,109.7849,1.8319
8838,16.9626,18.799,1.8363
12895,112.5554,110.7174,1.8379
13381,112.5554,110.7174,1.8379
10794,116.0805,114.2425,1.838
11331,116.0805,114.2425,1.838
17033,12.4913,10.6527,1.8385
1309,25.017,26.8577,1.8406
1325,25.017,26.8577,1.8406
13319,115.5959,113.7551,1.8408
12802,115.5959,113.7551,1.8408
13769,60.0013,58.1583,1.843
13686,60.0013,58.1583,1.843
16530,59.8018,61.6453,1.8434
18518,74.4837,72.6384,1.8452
18519,74.4837,72.6384,1.8452
10577,153.1992,151.3496,1.8495
10404,153.1992,151.3496,1.8495
8982,66.03,67.882,1.8519
7415,12.5136,10.66,1.8535
9248,44.7194,42.8651,1.8542
9408,44.7194,42.8651,1.8542
11141,109.3427,107.4879,1.8547
11364,109.3427,107.4879,1.8547
12885,137.4672,135.6098,1.8573
13331,137.4672,135.6098,1.8573
901,13.1372,11.2798,1.8574
3644,15.9233,17.7872,1.8638
3645,15.9233,17.7872,1.8638
8186,90.3482,92.2127,1.8645
8191,90.3482,92.2127,1.8645
16777,3.75,5.6161,1.866
7786,179.514,177.6449,1.8691
7456,179.514,177.6449,1.8691
1261,16.7187,14.8478,1.8708
1267,16.7187,14.8478,1.8708
1631,11.8633,9.9904,1.8729
11146,80.7162,82.5893,1.8731
9504,65.6972,63.8206,1.8765
16550,176.8288,174.9501,1.8787
16239,176.8288,174.9501,1.8787
7560,64.261,62.3814,1.8795
8557,20.4174,22.2987,1.8813
8558,20.4174,22.2988,1.8814
13012,36.9372,38.8187,1.8815
13218,36.9372,38.8187,1.8815
4115,32.2259,30.3428,1.883
4114,32.2259,30.3428,1.883
4435,92.2588,90.3724,1.8864
4301,92.2588,90.3724,1.8864
3424,14.9806,16.8673,1.8866
3259,14.9806,16.8673,1.8866
9616,109.5629,107.6751,1.8877
9887,109.5629,107.6751,1.8877
8584,180.0445,178.1561,1.8883
8732,180.0445,178.1561,1.8883
10792,116.9487,115.0588,1.8898
11218,116.9487,115.0588,1.8898
10302,104.2597,106.1511,1.8913
10301,104.2597,106.1511,1.8913
3587,8.8963,10.7894,1.893
3668,8.8963,10.7894,1.893
3849,10.2152,12.1087,1.8934
3843,10.2152,12.1087,1.8934
10008,10.5677,12.4634,1.8957
4057,57.4324,55.5359,1.8965
14797,7.6692,9.5657,1.8965
4186,57.4324,55.5359,1.8965
9988,39.182,41.0786,1.8966
10020,39.182,41.0786,1.8966
3995,49.8938,47.996,1.8978
4040,49.8938,47.996,1.8978
9498,32.3915,34.2935,1.902
9542,32.3915,34.2935,1.902
16625,78.348,76.4451,1.9029
16264,78.348,76.4451,1.9029
3573,9.1687,11.0726,1.9038
14703,20.2176,18.3131,1.9044
3721,13.1097,15.0176,1.9079
3641,13.1097,15.0176,1.9079
7235,52.3525,54.2623,1.9098
7234,52.3525,54.2623,1.9098
5410,36.1258,38.0366,1.9107
5551,36.1258,38.0366,1.9107
6934,52.461,54.3721,1.911
6942,52.461,54.3721,1.911
17185,79.2723,77.3596,1.9127
17184,79.2723,77.3596,1.9127
14710,17.7208,15.8072,1.9136
14622,17.6041,19.5194,1.9153
9016,62.9746,61.0587,1.9158
9007,62.9746,61.0587,1.9158
4874,43.934,45.8508,1.9168
4949,43.934,45.8508,1.9168
5184,74.9736,76.8919,1.9182
5253,74.9736,76.8919,1.9182
17346,52.4208,54.3392,1.9183
17023,52.4208,54.3392,1.9183
17935,11.5759,13.4954,1.9194
17934,11.5759,13.4954,1.9194
17343,52.4184,54.3391,1.9207
17016,52.4184,54.3391,1.9207
11436,14.644,16.5649,1.9208
11669,14.644,16.5649,1.9208
17344,52.4183,54.3392,1.9208
17017,52.4183,54.3392,1.9208
5881,60.2042,58.2807,1.9234
5883,60.2042,58.2807,1.9234
9508,70.6498,68.7252,1.9245
9676,70.6498,68.7252,1.9245
7759,178.7537,176.8282,1.9255
7441,178.7537,176.8282,1.9255
13614,61.4186,59.4918,1.9267
7392,11.2967,13.2244,1.9277
7342,11.2967,13.2244,1.9277
16694,142.131,140.2029,1.928
16697,142.131,140.2029,1.928
11496,9.3779,11.3063,1.9284
17274,70.9419,69.0129,1.929
17273,70.9419,69.0129,1.929
16531,41.6691,43.6021,1.9329
3730,23.6008,25.5355,1.9346
3608,23.6008,25.5355,1.9346
17351,26.4999,24.5615,1.9384
17335,26.4999,24.5615,1.9384
9585,117.1244,115.1798,1.9446
9619,117.1244,115.1798,1.9446
8423,6.222,8.1713,1.9492
8978,6.222,8.1713,1.9492
13652,53.2981,51.3479,1.9501
6402,64.9614,63.0109,1.9504
6313,64.9614,63.0109,1.9504
13210,102.3699,100.4191,1.9508
13472,102.3699,100.4191,1.9508
5858,24.9544,23.0026,1.9518
6010,24.9544,23.0026,1.9518
7887,184.9403,182.9866,1.9537
7880,184.9403,182.9866,1.9537
5719,28.1324,30.0903,1.9578
5968,28.1324,30.0903,1.9578
13391,139.1015,141.0601,1.9585
12813,139.1015,141.0601,1.9585
16728,29.4036,27.4446,1.959
16503,29.4036,27.4446,1.959
9946,31.1785,33.1382,1.9596
10257,31.1785,33.1382,1.9596
13754,14.1309,16.0914,1.9604
17683,126.1956,124.2335,1.9621
17720,126.1956,124.2335,1.9621
16076,11.3996,13.3624,1.9627
3833,8.9702,10.9352,1.9649
3822,8.9702,10.9352,1.9649
14846,33.2455,35.2107,1.9651
5535,27.0771,29.043,1.9658
5409,27.0771,29.043,1.9658
11558,6.784,8.7511,1.967
7153,57.237,59.2045,1.9675
7386,57.237,59.2045,1.9675
7525,66.5177,64.5464,1.9712
7695,66.5177,64.5464,1.9712
11066,80.1998,78.2283,1.9714
10967,80.1998,78.2283,1.9714
14745,11.488,13.463,1.9749
5820,9.2433,11.2183,1.975
3821,9.5298,11.506,1.9762
3832,9.5298,11.506,1.9762
3826,9.5296,11.506,1.9763
3840,9.5296,11.506,1.9763
11101,49.0335,47.0565,1.977
15040,13.6565,15.6357,1.9792
3985,56.5898,54.6082,1.9815
4210,56.5898,54.6082,1.9815
10895,103.8679,101.8855,1.9823
11288,103.8679,101.8855,1.9823
17772,53.009,51.0242,1.9848
17550,53.009,51.0242,1.9848
10045,58.2713,56.2859,1.9854
9960,58.2713,56.2859,1.9854
629,1.4765,3.4674,1.9908
13062,19.167,21.1584,1.9914
13059,19.167,21.1584,1.9914
14526,9.5349,11.5284,1.9934
16565,25.8387,27.8342,1.9954
16564,25.8387,27.8342,1.9954
9572,31.6803,33.6845,2.0042
9663,31.6803,33.6845,2.0042
3590,8.896,10.9059,2.0099
3591,8.896,10.9059,2.0099
3592,8.8962,10.9064,2.0102
3589,8.8962,10.9064,2.0102
3563,8.896,10.9065,2.0104
3555,8.896,10.9065,2.0104
9044,31.682,29.6697,2.0123
9048,31.682,29.6697,2.0123
7520,27.9002,29.9141,2.0139
7690,27.9002,29.9141,2.0139
13615,62.0825,60.0685,2.0139
9576,61.9559,59.9408,2.0151
9678,61.9559,59.9408,2.0151
13002,55.0576,53.0423,2.0152
13611,63.5398,61.5231,2.0167
10773,14.6829,16.701,2.018
14803,6.3111,8.3306,2.0195
9390,14.1203,12.093,2.0273
18400,186.8578,184.8251,2.0327
18364,186.8578,184.8251,2.0327
9752,45.4823,43.4462,2.036
12951,9.3655,11.4016,2.036
13263,9.3655,11.4016,2.036
9850,45.4823,43.4462,2.036
11089,26.2549,28.2912,2.0363
18032,5.4524,7.4889,2.0364
5267,31.1031,33.1406,2.0374
5228,31.1031,33.1406,2.0374
6198,59.0663,57.0264,2.0398
6186,59.0663,57.0264,2.0398
3818,15.9655,18.007,2.0415
9902,108.3156,106.2684,2.0471
10103,108.3156,106.2684,2.0471
18036,16.091,18.1426,2.0516
17005,26.0307,23.9761,2.0546
10526,30.6434,32.6983,2.0549
10441,30.6434,32.6983,2.0549
17266,104.8147,102.7562,2.0584
17334,104.8147,102.7562,2.0584
8491,18.5366,16.477,2.0596
10148,7.3233,9.3845,2.0611
10258,7.3233,9.3845,2.0611
10255,88.4414,86.3766,2.0648
10289,81.2881,79.221,2.067
7096,8.9181,10.9928,2.0747
13637,10.4839,8.4023,2.0816
18348,144.1194,142.0359,2.0834
18513,144.1194,142.0359,2.0834
10713,49.8855,47.7979,2.0876
10714,49.8855,47.7979,2.0876
5985,55.8034,53.7148,2.0886
5772,55.8034,53.7148,2.0886
12986,5.376,7.4675,2.0915
3474,12.3494,14.4429,2.0935
12968,130.504,128.4082,2.0958
13382,130.504,128.4082,2.0958
8359,155.2112,153.1119,2.0993
8352,155.2112,153.1119,2.0993
13309,105.2309,103.1312,2.0997
13119,105.2309,103.1312,2.0997
18052,9.9773,12.0779,2.1005
8007,184.066,181.9651,2.1008
8295,184.066,181.9651,2.1008
885,3.2707,5.3716,2.1008
8294,23.249,25.3504,2.1013
4946,122.8166,120.7132,2.1034
4890,122.8166,120.7132,2.1034
14832,5.7712,7.8748,2.1036
13207,134.6,132.4956,2.1043
13230,134.6,132.4956,2.1043
13026,23.012,25.1215,2.1094
12959,23.012,25.1215,2.1094
9718,125.4011,123.2904,2.1107
9778,125.4011,123.2904,2.1107
6201,22.2041,20.0924,2.1116
6257,22.2041,20.0924,2.1116
13258,13.2145,15.3276,2.113
12945,13.2145,15.3276,2.113
11617,8.3586,6.2455,2.1131
11494,8.3586,6.2455,2.1131
9717,51.761,49.6415,2.1195
9777,51.761,49.6415,2.1195
6994,61.4663,63.5863,2.12
6076,24.6112,26.733,2.1218
6098,24.6112,26.733,2.1218
8386,63.6433,61.5192,2.124
16190,123.7784,121.6523,2.126
16551,123.7784,121.6523,2.126
13831,41.5946,43.7246,2.13
10141,62.771,60.6403,2.1306
10230,62.771,60.6403,2.1306
641,3.058,5.192,2.134
7583,62.4684,64.6027,2.1342
7958,62.4684,64.6027,2.1342
17533,54.8504,56.9849,2.1345
17890,54.8504,56.9849,2.1345
5154,12.8846,15.0196,2.1349
4371,136.4487,134.3117,2.137
4501,136.4487,134.3117,2.137
7599,35.6234,37.7655,2.142
7718,35.6234,37.7655,2.142
10329,124.7569,122.6134,2.1434
10387,124.7569,122.6134,2.1434
13399,136.9947,134.847,2.1477
12900,136.9947,134.847,2.1477
5817,9.8919,12.0404,2.1485
4929,118.2063,116.052,2.1542
4883,118.2063,116.052,2.1542
12848,33.1943,31.0373,2.157
5446,90.8994,88.7413,2.158
5619,90.8994,88.7413,2.158
11421,13.1534,15.3117,2.1582
9789,56.8115,54.6528,2.1587
9727,56.8115,54.6528,2.1587
7088,52.1152,54.276,2.1607
7216,52.1152,54.276,2.1607
17950,6.1482,8.3096,2.1613
17952,6.1482,8.3096,2.1613
3679,16.8455,19.0089,2.1633
3676,16.8455,19.0089,2.1633
4535,300.1783,298.0138,2.1644
4536,300.1783,298.0138,2.1644
4608,79.3453,81.5124,2.167
4559,79.3453,81.5124,2.167
17580,54.1545,51.9868,2.1676
17560,54.1545,51.9868,2.1676
7616,99.0307,96.8624,2.1683
5818,121.4385,119.2702,2.1683
7728,99.0307,96.8624,2.1683
6003,121.4385,119.2702,2.1683
3447,8.2516,10.4216,2.17
10942,124.1795,122.009,2.1705
11168,124.1795,122.009,2.1705
16510,192.5737,190.3989,2.1747
16172,192.5737,190.3989,2.1747
6925,28.4088,30.5856,2.1768
7156,28.4088,30.5856,2.1768
11395,9.46,11.6388,2.1788
11546,6.8498,9.0288,2.179
18283,6.8498,9.0288,2.179
11613,6.8498,9.0288,2.179
18549,6.8498,9.0288,2.179
3419,9.4826,11.6621,2.1795
3420,9.4826,11.6621,2.1795
10969,58.9935,56.8119,2.1816
11166,58.9935,56.8119,2.1816
3481,27.2344,29.4172,2.1827
3456,27.2344,29.4172,2.1827
7373,66.422,68.6054,2.1833
7371,66.422,68.6054,2.1833
8712,59.1526,56.9666,2.186
8419,59.1526,56.9666,2.186
5060,17.5568,19.744,2.1872
13464,171.2615,169.073,2.1884
13044,171.2615,169.073,2.1884
4338,283.967,281.7754,2.1915
4471,283.967,281.7754,2.1915
14383,13.0884,15.2818,2.1934
18530,34.9776,37.172,2.1944
18237,34.9776,37.172,2.1944
11467,92.4095,90.2036,2.2058
4508,20.2929,18.0869,2.206
9915,49.0589,51.2665,2.2075
10007,49.0589,51.2665,2.2075
7924,20.0945,22.3048,2.2103
17571,129.1076,126.8965,2.211
17500,129.1076,126.8965,2.211
4519,11.999,14.2129,2.2139
9737,45.6403,47.8646,2.2243
9768,45.6403,47.8646,2.2243
7382,19.4829,21.7084,2.2255
7273,19.4829,21.7084,2.2255
18053,9.5986,11.8241,2.2255
8387,63.6433,61.4169,2.2263
14617,22.2218,24.4547,2.2328
9827,31.3001,29.0592,2.2408
9828,31.3001,29.0592,2.2408
11200,76.9658,74.7229,2.2428
11135,76.9658,74.7229,2.2428
17250,97.366,95.1212,2.2447
17251,97.366,95.1212,2.2447
3330,40.6818,42.9282,2.2464
3333,40.6818,42.9282,2.2464
9427,10.8506,13.1007,2.25
9275,10.8506,13.1007,2.25
5740,60.3589,58.1087,2.2501
5957,60.3589,58.1087,2.2501
8781,32.4134,30.1599,2.2534
8484,32.4134,30.1599,2.2534
8039,92.2216,89.9628,2.2587
8100,92.2216,89.9628,2.2587
7463,199.6204,197.3595,2.2608
7793,199.6204,197.3595,2.2608
3982,64.2032,66.4652,2.262
4135,64.2032,66.4652,2.262
14616,29.887,32.15,2.263
8960,12.4998,14.764,2.2641
8884,12.4998,14.764,2.2641
17190,106.1529,103.8885,2.2644
17191,106.1529,103.8885,2.2644
9486,129.964,127.6894,2.2746
9641,129.964,127.6894,2.2746
8688,20.1741,22.4495,2.2753
8719,20.1741,22.4495,2.2753
792,1.9553,4.2312,2.2758
18083,4.2637,6.5421,2.2784
14618,24.7608,27.0395,2.2787
17093,200.3152,198.036,2.2791
17368,200.3152,198.036,2.2791
895,1.8062,4.0857,2.2795
9910,26.5339,24.2531,2.2807
9973,26.5339,24.2531,2.2807
6954,90.9877,88.7048,2.2828
13365,35.3099,37.5939,2.2839
13364,35.3099,37.5939,2.2839
18525,34.8985,37.1826,2.284
18474,34.8985,37.1826,2.284
5849,28.2608,25.9752,2.2856
5848,28.2608,25.9752,2.2856
3979,42.2539,39.9666,2.2873
16721,81.4185,79.1286,2.2898
16140,81.4185,79.1286,2.2898
1306,8.1315,10.4215,2.29
4826,42.6397,40.3452,2.2944
13889,22.3179,20.022,2.2959
13729,22.3179,20.022,2.2959
16087,70.4084,72.7047,2.2962
1648,145.536,147.8355,2.2995
16303,22.9464,20.6461,2.3003
4520,12.0462,14.3482,2.302
17183,113.9977,111.6942,2.3035
17182,113.9977,111.6942,2.3035
5364,40.6506,42.9578,2.3071
9731,128.9664,126.6565,2.3098
9790,128.9664,126.6565,2.3098
16463,126.2541,123.9427,2.3114
16255,126.2541,123.9427,2.3114
8406,12.2582,14.5712,2.3129
9605,100.1341,97.8162,2.3179
9882,100.1341,97.8162,2.3179
3764,15.5528,17.872,2.3192
3766,15.5528,17.872,2.3192
7617,16.6962,19.017,2.3208
4738,80.3264,82.6474,2.3209
5628,27.7616,30.0852,2.3235
5524,27.7616,30.0852,2.3235
7098,111.73,114.057,2.327
7152,111.73,114.057,2.327
7832,42.3976,44.7276,2.33
9074,34.0521,36.3829,2.3307
9070,34.0521,36.3829,2.3307
10278,49.4967,51.8324,2.3356
10279,49.4967,51.8324,2.3356
17253,119.5077,117.1669,2.3407
17252,119.5077,117.1669,2.3407
5821,10.8111,13.1546,2.3435
9231,92.4999,90.1552,2.3446
9363,92.4999,90.1552,2.3446
4049,53.261,55.6057,2.3447
4112,53.261,55.6057,2.3447
9159,26.4605,28.8056,2.345
4550,152.5708,150.2243,2.3464
4561,152.5708,150.2243,2.3464
17610,46.2179,43.8703,2.3476
17714,46.2179,43.8703,2.3476
5563,56.4959,54.1464,2.3494
5440,56.4959,54.1464,2.3494
779,2.1378,4.4893,2.3515
13121,201.6049,199.2514,2.3535
13426,201.6049,199.2514,2.3535
5769,33.7061,36.0601,2.3539
5841,33.7061,36.0601,2.3539
9715,96.3525,93.9981,2.3543
9776,96.3525,93.9981,2.3543
3257,14.0398,16.3951,2.3552
3288,14.0398,16.3951,2.3552
5166,45.8048,43.4481,2.3566
5336,45.8048,43.4481,2.3566
6370,43.7289,46.0866,2.3577
11475,30.5213,32.8813,2.36
11570,30.5213,32.8813,2.36
13795,141.6043,139.2437,2.3605
13796,141.6043,139.2437,2.3605
9859,29.9495,32.3115,2.3619
11466,53.3305,50.968,2.3625
11621,53.3305,50.968,2.3625
4188,40.9838,38.6206,2.3632
6383,79.0194,81.3896,2.3702
6303,79.0194,81.3896,2.3702
12922,7.9757,10.349,2.3733
12921,7.9757,10.349,2.3733
14701,18.1109,20.4844,2.3734
4310,151.6338,149.2603,2.3735
4444,151.6338,149.2603,2.3735
11623,30.539,28.1654,2.3736
6984,61.6742,59.2975,2.3767
7282,61.6742,59.2975,2.3767
16469,154.3249,151.9478,2.3771
16180,154.3249,151.9478,2.3771
14706,19.6019,17.2216,2.3803
9449,132.421,130.0387,2.3822
9217,132.421,130.0387,2.3822
3694,8.0305,10.4129,2.3824
18524,16.0001,18.3827,2.3825
18261,16.0001,18.3827,2.3825
17225,87.9807,85.5917,2.3889
17224,87.9807,85.5917,2.3889
9635,100.2491,97.8572,2.3918
9899,100.2491,97.8572,2.3918
5285,78.3268,80.724,2.3971
5278,78.3268,80.724,2.3971
5802,62.5286,60.1263,2.4022
5832,62.5286,60.1263,2.4022
7158,22.9755,25.3791,2.4035
6923,22.9755,25.3791,2.4035
11051,63.451,65.8591,2.408
10965,63.451,65.8591,2.408
7037,15.48,17.8887,2.4087
7215,15.48,17.8887,2.4087
13254,45.9345,43.5238,2.4107
12952,45.9345,43.5238,2.4107
17097,205.0108,202.5986,2.4121
17369,205.0108,202.5986,2.4121
9509,36.7171,39.1306,2.4135
9670,36.7171,39.1306,2.4135
14603,9.2616,11.6767,2.4151
4683,56.3685,58.7842,2.4157
5129,33.8365,36.2525,2.416
5132,12.7027,15.1363,2.4335
18536,10.6316,8.1979,2.4336
18233,10.6316,8.1979,2.4336
3293,8.4693,10.9045,2.4351
5175,52.1166,54.553,2.4363
5219,52.1166,54.553,2.4363
3902,38.8744,36.433,2.4413
3365,13.0049,15.4468,2.4419
3292,13.0049,15.4468,2.4419
16068,26.8029,29.2486,2.4457
16441,26.8029,29.2486,2.4457
7511,94.2484,91.8012,2.4471
7857,94.2484,91.8012,2.4471
10491,158.4456,155.9979,2.4477
10725,158.4456,155.9979,2.4477
12886,83.7087,81.26,2.4487
13351,83.7087,81.26,2.4487
13681,18.7365,21.1854,2.4488
13803,18.7365,21.1854,2.4488
4862,90.3259,92.7752,2.4492
4935,90.3259,92.7752,2.4492
9994,40.2988,42.7498,2.4509
10050,40.2988,42.7498,2.4509
13302,142.5932,140.1398,2.4533
12815,142.5932,140.1398,2.4533
13146,166.6948,164.2387,2.4561
13434,166.6948,164.2387,2.4561
3748,14.2464,16.7028,2.4564
3628,14.2464,16.7028,2.4564
9694,136.926,139.3827,2.4567
9692,136.926,139.3827,2.4567
5646,12.9604,15.4172,2.4568
5399,12.9604,15.4172,2.4568
17199,102.6114,100.1542,2.4571
17198,102.6114,100.1542,2.4571
4600,80.8994,83.3569,2.4574
4625,80.8994,83.3569,2.4574
10238,47.2542,49.713,2.4587
10194,47.2542,49.713,2.4587
13409,91.2906,88.8291,2.4615
12870,91.2906,88.8291,2.4615
897,10.1192,7.6567,2.4624
16200,190.3672,187.9031,2.464
16579,190.3672,187.9031,2.464
17567,124.1466,121.6824,2.4642
17572,124.1466,121.6824,2.4642
